,LS
81395,0.00038837501779198647
81396,2.500019036233425e-07
81397,0.0004010419943369925
81398,0.0004038750194013119
81399,0.0004010829725302756
81400,5.958019755780697e-06
81401,4.1601015254855156e-07
81402,0.00040033302502706647
81403,0.0004090409493073821
81404,0.0003984159557148814
81405,0.00040395796531811357
81406,0.0003998330212198198
81407,0.00040241697570309043
81408,8.330098353326321e-07
81409,2.0797597244381905e-07
81410,7.500057108700275e-07
81411,0.0003986249794252217
81412,4.5803608372807503e-07
81413,0.0004111250163987279
81414,1.850002445280552e-05
81415,9.866699110716581e-05
81416,0.0003987500094808638
81417,7.0420210249722e-06
81418,0.0003893329994753003
81419,0.0003992500132881105
81420,0.0003951250109821558
81421,0.0002654999843798578
81422,0.0003961670445278287
81423,0.0002898750244639814
81424,0.0002794580068439245
81425,0.0001746250200085342
81426,0.00040324998553842306
81427,6.66698906570673e-06
81428,8.516700472682714e-05
81429,0.00040083297062665224
81430,0.0004070419818162918
81431,0.00040129199624061584
81432,3.834022209048271e-06
81433,0.0004013329744338989
81434,0.0002702500205487013
81435,3.999972250312567e-06
81436,0.00039633404230698943
81437,0.00040370901115238667
81438,0.00036162504693493247
81439,0.0004118750221095979
81440,0.0004011669661849737
81441,0.0004011669661849737
81442,6.874999962747097e-05
81443,4.5803608372807503e-07
81444,0.0004022920038551092
81445,0.0003986250376328826
81446,7.104198448359966e-05
81447,0.00040300004184246063
81448,4.429102409631014e-05
81449,0.0004059160128235817
81450,0.0004047499969601631
81451,3.708299482241273e-05
81452,0.0004025409580208361
81453,8.33999365568161e-07
81454,0.0004055409808643162
81455,6.25033862888813e-07
81456,6.25033862888813e-07
81457,0.0004034580197185278
81458,0.00040670804446563125
81459,1.1708005331456661e-05
81460,0.00038891698932275176
81461,0.00040854100370779634
81462,0.00015270797302946448
81463,1.7207989003509283e-05
81464,0.00040787499165162444
81465,0.0004022500361315906
81466,0.0004018329782411456
81467,6.249756552278996e-07
81468,0.0004092500312253833
81469,0.0004082919913344085
81470,0.00040137500036507845
81471,0.0004021669737994671
81472,0.00040829204954206944
81473,0.0003994999569840729
81474,8.466700091958046e-05
81475,0.0004023329820483923
81476,0.0004034999874420464
81477,0.00040016701677814126
81478,0.00039854203350842
81479,7.92031642049551e-07
81480,6.745901191607118e-05
81481,2.500019036233425e-07
81482,0.00041070900624617934
81483,4.225003067404032e-05
81484,0.00040625000838190317
81485,0.00040316599188372493
81486,6.67001586407423e-07
81487,0.0003975409781560302
81488,0.00040149997221305966
81489,0.00040433299727737904
81490,7.62502895668149e-06
81491,0.000400999968405813
81492,7.587496656924486e-05
81493,0.0004086669650860131
81494,0.000408999971114099
81495,0.0003977079759351909
81496,0.0003974580322392285
81497,0.00042820797534659505
81498,0.0003926249919459224
81499,0.00038962496910244226
81500,0.00038783298805356026
81501,3.208988346159458e-06
81502,0.00039429200114682317
81503,0.00040012499084696174
81504,0.0004047079710289836
81505,0.0004047499969601631
81506,0.0004102909588254988
81507,0.00039908301550894976
81508,0.0004080419894307852
81509,0.00040312501369044185
81510,0.000361208978574723
81511,8.330098353326321e-07
81512,4.169996827840805e-07
81513,0.0004049160052090883
81514,0.0004023750079795718
81515,0.0004153340123593807
81516,1.2208009138703346e-05
81517,2.500019036233425e-07
81518,0.0003927089856006205
81519,1.6600824892520905e-07
81520,0.0004065409884788096
81521,7.500057108700275e-07
81522,0.0004015419981442392
81523,0.0004028750117868185
81524,0.00040612503653392196
81525,0.00039966695476323366
81526,0.00039833399932831526
81527,6.542017217725515e-06
81528,0.00040262500988319516
81529,0.00041083298856392503
81530,0.0004123750259168446
81531,0.0004034169833175838
81532,0.00040149997221305966
81533,0.00036566698690876365
81534,0.00040383299347013235
81535,6.660120561718941e-07
81536,0.0004088329733349383
81537,0.0004019579500891268
81538,2.2919848561286926e-06
81539,0.0004091670271009207
81540,0.00040379201527684927
81541,0.0004034580197185278
81542,0.0004045420209877193
81543,0.00039941701106727123
81544,0.00017324998043477535
81545,0.00012624997179955244
81546,0.00040554202860221267
81547,4.169996827840805e-07
81548,3.7497375160455704e-07
81549,0.00041054096072912216
81550,0.0004040410276502371
81551,0.0004004579968750477
81552,0.00040245900163426995
81553,0.00041099998634308577
81554,0.00040495797293260694
81555,0.00040133396396413445
81556,0.0004088749992661178
81557,0.0004087919951416552
81558,0.00040491699473932385
81559,0.0004047499969601631
81560,1.66997779160738e-07
81561,2.08965502679348e-07
81562,0.00040854100370779634
81563,0.0004075000179000199
81564,0.0004056670004501939
81565,0.0003991670091636479
81566,0.0003976249718107283
81567,0.00039954198291525245
81568,0.0004130000015720725
81569,0.00041079201037064195
81570,8.249998791143298e-05
81571,0.00040333298966288567
81572,0.00040320795960724354
81573,0.00040262500988319516
81574,0.00041566602885723114
81575,0.0004040420171804726
81576,0.00041020900243893266
81577,0.000404624966904521
81578,0.0004069170099683106
81579,0.00040383299347013235
81580,0.0004052080330438912
81581,0.00040191604057326913
81582,0.00040095800068229437
81583,0.00033787498250603676
81584,0.00040487502701580524
81585,0.0003968329983763397
81586,0.00040308304596692324
81587,0.0004052079748362303
81588,1.0957999620586634e-05
81589,0.0004033750155940652
81590,0.00039229204412549734
81591,4.1601015254855156e-07
81592,0.0004087919951416552
81593,5.66698145121336e-06
81594,5.792011506855488e-06
81595,2.919696271419525e-07
81596,0.0004077909979969263
81597,0.00039129098877310753
81598,0.00040666700806468725
81599,0.0004029159899801016
81600,0.0004021250060759485
81601,0.00041033298475667834
81602,0.00040329195326194167
81603,3.349996404722333e-05
81604,8.707982487976551e-06
81605,0.0003939169691875577
81606,2.6249908842146397e-06
81607,0.00039179198211058974
81608,0.0004070000140927732
81609,0.0003917909925803542
81610,0.00040787504985928535
81611,0.00040491699473932385
81612,0.0004010419943369925
81613,0.00040137500036507845
81614,0.0004029579577036202
81615,1.6249832697212696e-06
81616,4.333036486059427e-06
81617,0.0003934159758500755
81618,0.0004010420525446534
81619,3.729196032509208e-05
81620,0.00039895804366096854
81621,0.0004062919761054218
81622,0.0004098340286873281
81623,0.00040424999315291643
81624,0.00040241703391075134
81625,2.2833002731204033e-05
81626,0.00040745799196884036
81627,0.00040975003503262997
81628,0.00040262500988319516
81629,2.500019036233425e-07
81630,0.0002282499917782843
81631,0.00040074996650218964
81632,1.1958007235080004e-05
81633,2.9098009690642357e-07
81634,0.00040716701187193394
81635,0.00040845898911356926
81636,0.00040645903209224343
81637,0.0002832919708453119
81638,0.0004015419981442392
81639,0.00027366599533706903
81640,0.000402167032007128
81641,4.792003892362118e-06
81642,0.00023937498917803168
81643,6.67001586407423e-07
81644,0.00040374998934566975
81645,0.0004017089959233999
81646,0.0004048330010846257
81647,3.370799822732806e-05
81648,0.00040929100941866636
81649,5.916983354836702e-06
81650,4.500034265220165e-06
81651,0.00041262502782046795
81652,0.0003879170399159193
81653,0.0003875000402331352
81654,8.791044820100069e-06
81655,0.0004015000304207206
81656,6.291602039709687e-05
81657,0.00040241697570309043
81658,0.00040537503082305193
81659,0.0004052500007674098
81660,0.00040187500417232513
81661,0.00040683295810595155
81662,0.0004093750030733645
81663,0.00039141695015132427
81664,0.00039650005055591464
81665,2.4582957848906517e-05
81666,0.00040625000838190317
81667,5.34169957973063e-05
81668,0.0002871250035241246
81669,0.0004027499817311764
81670,2.500019036233425e-07
81671,0.0004037079634144902
81672,7.92031642049551e-07
81673,0.00040820904541760683
81674,1.7667014617472887e-05
81675,0.00040316599188372493
81676,6.67001586407423e-07
81677,0.0004076249897480011
81678,2.2209016606211662e-05
81679,0.0004016670281998813
81680,0.0004028330440632999
81681,0.0004029169795103371
81682,0.00041020900243893266
81683,0.000422417011577636
81684,0.000403250043746084
81685,0.00040004198672249913
81686,0.00040662498213350773
81687,0.000400999968405813
81688,1.3209006283432245e-05
81689,6.541027687489986e-06
81690,0.0004099169746041298
81691,9.500014130026102e-06
81692,0.0004100420046597719
81693,0.0004131249734200537
81694,1.0540999937802553e-05
81695,6.67001586407423e-07
81696,0.0004083330277353525
81697,0.00040683301631361246
81698,9.169452823698521e-07
81699,0.0004063749802298844
81700,0.00040374998934566975
81701,0.00040262500988319516
81702,6.582995411008596e-06
81703,2.0797597244381905e-07
81704,0.00040624995017424226
81705,0.00039770896546542645
81706,0.0004018329782411456
81707,0.00040929100941866636
81708,0.00040562503272667527
81709,0.00041345797944813967
81710,0.0004130409797653556
81711,0.00040266604628413916
81712,8.1458012573421e-05
81713,0.0004004579968750477
81714,0.00039904197910800576
81715,0.0004040829953737557
81716,0.0004107910208404064
81717,0.0004011249984614551
81718,0.0003611250431276858
81719,0.00040324998553842306
81720,0.00040724995778873563
81721,0.00041795801371335983
81722,0.00038820802001282573
81723,0.0004012499703094363
81724,2.0803418010473251e-07
81725,0.00040499999886378646
81726,0.0004069170099683106
81727,0.0004124160041101277
81728,2.8292008209973574e-05
81729,0.00040354201337322593
81730,0.00040141696808859706
81731,0.0004006249946542084
81732,0.0004036659956909716
81733,0.00040441600140184164
81734,0.0004011249984614551
81735,0.0004142499528825283
81736,0.00040720804827287793
81737,2.9170187190175056e-06
81738,0.00040391599759459496
81739,5.220802268013358e-05
81740,2.500019036233425e-07
81741,0.00012749998131766915
81742,3.0830269679427147e-06
81743,7.349997758865356e-05
81744,4.582980182021856e-06
81745,0.0004033339791931212
81746,0.0003662080271169543
81747,0.00040445796912536025
81748,0.0004127919673919678
81749,0.00040954200085252523
81750,0.00041429197881370783
81751,0.0004017089959233999
81752,0.00040270801400765777
81753,0.0004088329733349383
81754,2.500019036233425e-07
81755,0.0004082079976797104
81756,0.0004017079481855035
81757,0.0004070000140927732
81758,0.00041987496661022305
81759,0.00040737504605203867
81760,0.00040904199704527855
81761,0.000408999971114099
81762,6.25033862888813e-07
81763,0.00040354201337322593
81764,0.00040754099609330297
81765,3.916036803275347e-06
81766,0.00039424997521564364
81767,4.208006430417299e-06
81768,8.041039109230042e-06
81769,6.67001586407423e-07
81770,0.0003944580093957484
81771,0.0004023750079795718
81772,2.2919848561286926e-06
81773,0.00041445897659286857
81774,0.00015779200475662947
81775,0.00040966703090816736
81776,2.500019036233425e-07
81777,5.00003807246685e-06
81778,0.00040141696808859706
81779,0.00040029099909588695
81780,1.1041993275284767e-05
81781,0.0004034170415252447
81782,5.165988113731146e-06
81783,0.0003913750406354666
81784,2.500019036233425e-07
81785,0.0004021250060759485
81786,0.0004032920114696026
81787,9.579816833138466e-07
81788,0.00040137500036507845
81789,0.0001088329590857029
81790,0.00036695797462016344
81791,0.00040441699093207717
81792,0.00040266697760671377
81793,0.0004042080254293978
81794,0.0004039170453324914
81795,0.0004124579718336463
81796,0.00040725001599639654
81797,0.0002482919953763485
81798,2.500019036233425e-07
81799,0.00040787499165162444
81800,0.00040708400774747133
81801,0.0004038750194013119
81802,3.350002225488424e-05
81803,0.00041762494947761297
81804,0.0003639589995145798
81805,0.00040329102193936706
81806,0.00013858301099389791
81807,0.0001794580020941794
81808,0.0004022499779239297
81809,0.00039616605499759316
81810,0.0004171669716015458
81811,4.169996827840805e-07
81812,3.38749960064888e-05
81813,0.0004082919913344085
81814,0.0004032920114696026
81815,0.00040329102193936706
81816,7.919734343886375e-07
81817,0.00041158299427479506
81818,0.00040137500036507845
81819,0.00015924999024719
81820,0.0004040829953737557
81821,0.0004052079748362303
81822,0.00040316599188372493
81823,0.00039320799987763166
81824,0.00040616700425744057
81825,0.00040149997221305966
81826,1.18750031106174e-05
81827,0.000404666003305465
81828,0.00040362501749768853
81829,0.00011987501056864858
81830,2.0902371034026146e-07
81831,0.0004075000179000199
81832,0.0003994160215370357
81833,0.00040316599188372493
81834,0.0004117499920539558
81835,0.00040262500988319516
81836,3.68330511264503e-05
81837,0.00040966697270050645
81838,0.00041191698983311653
81839,0.00040387496119365096
81840,0.000403582991566509
81841,0.00040379201527684927
81842,0.0004052079748362303
81843,0.0004033330478705466
81844,1.207983586937189e-06
81845,0.00040308397728949785
81846,0.00041020900243893266
81847,0.0004112080205231905
81848,0.00040383299347013235
81849,0.0004045840469188988
81850,0.00041154195787385106
81851,2.582964953035116e-06
81852,0.00018795800860971212
81853,0.0004040420171804726
81854,0.00040625000838190317
81855,0.00025637500220909715
81856,5.707959644496441e-06
81857,0.00039670796832069755
81858,0.0004044590168632567
81859,7.919734343886375e-07
81860,2.500019036233425e-07
81861,0.0004046669928357005
81862,3.374996595084667e-06
81863,0.0004039580235257745
81864,5.875015631318092e-06
81865,0.00040799996349960566
81866,0.0003944580093957484
81867,1.0415969882160425e-05
81868,0.0004083749954588711
81869,0.00040029099909588695
81870,0.000308374990709126
81871,0.00040324998553842306
81872,0.00041087501449510455
81873,0.00039904197910800576
81874,0.00040787499165162444
81875,0.00040420901495963335
81876,0.0004058749764226377
81877,0.0004023329820483923
81878,0.00040658400394022465
81879,0.00024491699878126383
81880,0.0004109590081498027
81881,0.000397083000279963
81882,0.0004042079672217369
81883,0.00041079201037064195
81884,0.0004103340324945748
81885,0.0004002919886261225
81886,0.00039962498703971505
81887,0.0004042079672217369
81888,0.0004075829638168216
81889,0.0004016250022687018
81890,0.0001450830022804439
81891,8.330098353326321e-07
81892,0.000406457984354347
81893,7.054099114611745e-05
81894,1.8874998204410076e-05
81895,0.0003928329679183662
81896,3.3584015909582376e-05
81897,0.0004052089643664658
81898,6.67001586407423e-07
81899,0.0004070830182172358
81900,4.169996827840805e-07
81901,0.0004236670210957527
81902,0.00040479202289134264
81903,0.0004082079976797104
81904,0.0004017500323243439
81905,0.0001300420262850821
81906,0.00039304204983636737
81907,0.00040608301060274243
81908,0.0004112499882467091
81909,0.00040424999315291643
81910,7.909839041531086e-07
81911,1.1041993275284767e-05
81912,0.0004101250087842345
81913,0.0004052920266985893
81914,0.00042258400935679674
81915,0.00040129199624061584
81916,0.0004071249859407544
81917,0.0004022499779239297
81918,0.00040416704723611474
81919,8.329516276717186e-07
81920,7.500057108700275e-07
81921,0.00040208303835242987
81922,0.00040933297714218497
81923,0.0003978339955210686
81924,0.00040779198752716184
81925,0.000283417000900954
81926,0.00040616700425744057
81927,1.2042000889778137e-05
81928,0.00040441699093207717
81929,5.6166958529502153e-05
81930,0.0004071250441484153
81931,0.0004034999874420464
81932,0.00040733395144343376
81933,8.330098353326321e-07
81934,0.0004077500198036432
81935,0.0003986250376328826
81936,0.000218625005800277
81937,0.00040454103145748377
81938,0.00041383301140740514
81939,0.0004021250060759485
81940,0.00041025003883987665
81941,8.330098353326321e-07
81942,1.6600824892520905e-07
81943,1.1999974958598614e-05
81944,0.00040754099609330297
81945,8.330098353326321e-07
81946,0.0002693330170586705
81947,0.0004087500274181366
81948,0.0004051669966429472
81949,0.00040683301631361246
81950,0.0003471659729257226
81951,0.0004045420209877193
81952,8.39160056784749e-05
81953,0.0004148749867454171
81954,0.0004038750194013119
81955,0.00040616700425744057
81956,2.667016815394163e-06
81957,6.249756552278996e-07
81958,0.0004062919761054218
81959,0.0004063340020366013
81960,0.00040424999315291643
81961,0.00041087495628744364
81962,4.082976374775171e-06
81963,0.000392416026443243
81964,8.330098353326321e-07
81965,0.00041199999395757914
81966,3.04199056699872e-06
81967,0.000406457984354347
81968,4.2458996176719666e-05
81969,1.9708008039742708e-05
81970,0.0004058750346302986
81971,0.000400707998778671
81972,0.0004015419981442392
81973,0.0004076249897480011
81974,0.0004028339753858745
81975,0.00040850002551451325
81976,1.2125005014240742e-05
81977,0.0004045829991810024
81978,0.0004063750384375453
81979,0.00041045801481232047
81980,7.874995935708284e-05
81981,3.6792014725506306e-05
81982,0.00040612503653392196
81983,7.919734343886375e-07
81984,0.0004063750384375453
81985,0.0004100410151295364
81986,0.00040429196087643504
81987,0.00040308397728949785
81988,0.0004057090263813734
81989,0.0004058330086991191
81990,0.00040904199704527855
81991,2.01669754460454e-05
81992,6.67001586407423e-07
81993,0.0004093339666724205
81994,0.0003921670140698552
81995,0.0004058330086991191
81996,0.0004089169669896364
81997,0.00020450004376471043
81998,0.00040200003422796726
81999,1.1791998986154795e-05
82000,0.0004039580235257745
82001,0.00040737498784437776
82002,0.00040554202860221267
82003,2.116698306053877e-05
82004,0.0004159999662078917
82005,0.00040383299347013235
82006,0.0004097920027561486
82007,0.0004052919684909284
82008,2.0420411601662636e-06
82009,0.00040320795960724354
82010,0.00041199999395757914
82011,0.0004038750194013119
82012,0.0004101250087842345
82013,0.0004023330402560532
82014,0.0004092500312253833
82015,0.00031154201133176684
82016,0.0004135000053793192
82017,0.00041141698602586985
82018,0.00040841702139005065
82019,0.0004075419856235385
82020,2.500019036233425e-07
82021,0.00037245795829221606
82022,2.500019036233425e-07
82023,0.0004035410238429904
82024,0.0004069170099683106
82025,0.00040787499165162444
82026,0.00040787504985928535
82027,4.32920060120523e-05
82028,5.916983354836702e-06
82029,0.0004110000445507467
82030,7.833004929125309e-06
82031,8.330098353326321e-07
82032,0.00040333298966288567
82033,0.00040437502320855856
82034,8.000002708286047e-06
82035,0.0004094159812666476
82036,0.0004027499817311764
82037,5.2957970183342695e-05
82038,3.917026333510876e-06
82039,3.167020622640848e-06
82040,0.00040141696808859706
82041,0.0004095000331290066
82042,0.00040916696889325976
82043,0.00014645903138443828
82044,0.00040675001218914986
82045,0.000406457984354347
82046,0.00040966703090816736
82047,0.00027133297407999635
82048,0.00040241703391075134
82049,0.0001485419925302267
82050,8.330098353326321e-07
82051,0.00040487502701580524
82052,0.00017208297504112124
82053,0.00040262500988319516
82054,0.0004075830220244825
82055,0.00040429201908409595
82056,4.1601015254855156e-07
82057,0.00020525004947558045
82058,0.00040658400394022465
82059,0.0004062920343130827
82060,0.0004123750259168446
82061,2.500019036233425e-07
82062,6.0959020629525185e-05
82063,4.250032361596823e-06
82064,0.0004041250213049352
82065,0.00040954200085252523
82066,0.00015162501949816942
82067,4.917033948004246e-06
82068,0.00040566595271229744
82069,0.0004110420122742653
82070,0.00040675001218914986
82071,2.0902371034026146e-07
82072,0.0004057910409756005
82073,0.00013570801820605993
82074,0.000394541013520211
82075,0.00041145796421915293
82076,0.00040558300679549575
82077,0.00039370800368487835
82078,0.0004052090225741267
82079,0.0004118750221095979
82080,0.0004052090225741267
82081,9.345897706225514e-05
82082,0.0004106669803149998
82083,0.0004052500007674098
82084,4.779204027727246e-05
82085,0.0004004170186817646
82086,0.00040791695937514305
82087,0.00040241703391075134
82088,0.000287041999399662
82089,3.074994310736656e-05
82090,2.040993422269821e-06
82091,0.0004058749764226377
82092,0.00039354205364361405
82093,0.0003969999961555004
82094,0.0001664169831201434
82095,0.00012454204261302948
82096,4.5803608372807503e-07
82097,0.0004069170099683106
82098,0.000404666003305465
82099,0.00041316699935123324
82100,6.404198938980699e-05
82101,0.0004017089959233999
82102,2.0902371034026146e-07
82103,0.00040804099990054965
82104,0.00040962500497698784
82105,0.0002768330159597099
82106,0.000404624966904521
82107,2.237502485513687e-05
82108,0.0004010420525446534
82109,0.0004018330364488065
82110,0.00039854098577052355
82111,0.0004089580033905804
82112,0.00039354199543595314
82113,8.470797911286354e-05
82114,2.9159709811210632e-06
82115,0.0004077909979969263
82116,9.570899419486523e-05
82117,0.00041108299046754837
82118,0.0003957920125685632
82119,7.783400360494852e-05
82120,0.000404666003305465
82121,0.00041141704423353076
82122,0.00040612497832626104
82123,0.0004039169871248305
82124,0.0004057089681737125
82125,0.0004039580235257745
82126,0.00040266697760671377
82127,0.00036154198460280895
82128,0.00040424999315291643
82129,0.00040770898340269923
82130,0.0004070409922860563
82131,0.00027600000612437725
82132,0.00040850002551451325
82133,0.0004135000053793192
82134,7.909839041531086e-07
82135,0.00040249997982755303
82136,0.0003927919897250831
82137,0.00012612499995157123
82138,4.5803608372807503e-07
82139,8.624978363513947e-06
82140,0.00040720897959545255
82141,0.000404624966904521
82142,0.0004088329733349383
82143,0.0004053330048918724
82144,5.542009603232145e-06
82145,0.00042808300349861383
82146,0.0004034579615108669
82147,0.00040083297062665224
82148,0.00040133303264155984
82149,0.00040270801400765777
82150,0.0002002499531954527
82151,0.0004053329466842115
82152,0.0004107909626327455
82153,5.858304211869836e-05
82154,8.750357665121555e-07
82155,0.00040320795960724354
82156,0.0004040419589728117
82157,0.0004024579538963735
82158,0.00040616700425744057
82159,0.00040508300298824906
82160,0.00013616704382002354
82161,0.000419542018789798
82162,0.00041254196548834443
82163,2.4994369596242905e-07
82164,0.0004052079748362303
82165,0.0004134999471716583
82166,0.0003979169996455312
82167,0.00019454199355095625
82168,0.000405042024794966
82169,7.92031642049551e-07
82170,0.00013870903057977557
82171,0.0004054579767398536
82172,2.541701542213559e-05
82173,0.00040374998934566975
82174,0.00040675001218914986
82175,0.00040800002170726657
82176,0.00040779204573482275
82177,0.000408291001804173
82178,5.8416975662112236e-05
82179,7.080379873514175e-07
82180,0.00039245898369699717
82181,0.0004056670004501939
82182,0.00039670796832069755
82183,0.00041570799658074975
82184,0.0004006249946542084
82185,0.00019433401757851243
82186,0.0004099590005353093
82187,0.00040733302012085915
82188,0.0001991249737329781
82189,0.00039475003723055124
82190,0.0004029169795103371
82191,2.540997229516506e-06
82192,0.0004046250251121819
82193,2.500019036233425e-07
82194,0.00040145800448954105
82195,0.00040858302963897586
82196,0.0004122499958612025
82197,0.00040341599378734827
82198,4.169996827840805e-07
82199,0.0004057089681737125
82200,0.0004117499920539558
82201,5.583977326750755e-06
82202,7.92031642049551e-07
82203,0.00040270801400765777
82204,4.479201743379235e-05
82205,0.00040595897007733583
82206,0.0004146249848417938
82207,0.00039141596062108874
82208,0.00040420901495963335
82209,0.0004040410276502371
82210,0.00040004198672249913
82211,0.0004059580387547612
82212,0.00040970800910145044
82213,0.00041108299046754837
82214,0.00039945804746821523
82215,0.00040966703090816736
82216,0.0004023750079795718
82217,0.0004075419856235385
82218,0.0003936659777536988
82219,6.249756552278996e-07
82220,0.00040670804446563125
82221,0.00040908303344622254
82222,0.0004117499920539558
82223,0.0004154160269536078
82224,0.0003784170257858932
82225,0.00040208303835242987
82226,0.00041070900624617934
82227,0.0004015830345451832
82228,0.000405374972615391
82229,0.0004093330353498459
82230,6.67001586407423e-07
82231,0.00040725001599639654
82232,2.4994369596242905e-07
82233,0.0004057500045746565
82234,8.330098353326321e-07
82235,0.00039995898259803653
82236,0.00010179198579862714
82237,0.00040729198371991515
82238,0.0004034169833175838
82239,0.00011095899390056729
82240,0.0004038339830003679
82241,2.500019036233425e-07
82242,0.0004117080243304372
82243,0.00039070798084139824
82244,0.0004174589994363487
82245,0.00040208298014476895
82246,0.0004123339895159006
82247,0.0004083329695276916
82248,0.0004027920076623559
82249,0.0004094159812666476
82250,0.0004166250000707805
82251,0.00040558294858783484
82252,0.0004094169707968831
82253,0.00041024998063221574
82254,0.0004130830056965351
82255,0.0004058330086991191
82256,0.00041020801290869713
82257,0.00040658400394022465
82258,0.0004070000140927732
82259,0.000409417029004544
82260,0.0004059170023538172
82261,0.0004065830144099891
82262,0.00040891702519729733
82263,0.0004016250022687018
82264,0.0004082919913344085
82265,0.00041333300760015845
82266,0.00040691596223041415
82267,0.00040554197039455175
82268,0.0004117090138606727
82269,0.00041345797944813967
82270,0.0004106250125914812
82271,0.00041212496580556035
82272,3.825000021606684e-05
82273,0.0004068339476361871
82274,2.500019036233425e-07
82275,1.2500095181167126e-06
82276,0.00040954200085252523
82277,3.14170029014349e-05
82278,0.0004095410113222897
82279,0.00040654203621670604
82280,0.0004044999950565398
82281,4.584027919918299e-06
82282,8.834002073854208e-06
82283,0.00041695800609886646
82284,0.00040754099609330297
82285,0.00040866597555577755
82286,3.374996595084667e-06
82287,0.0004071249859407544
82288,0.0004044170491397381
82289,3.917026333510876e-06
82290,2.08965502679348e-07
82291,5.445798160508275e-05
82292,0.0004099169746041298
82293,0.0004052919684909284
82294,0.0004101250087842345
82295,0.0001728750066831708
82296,0.00042208400554955006
82297,6.145803490653634e-05
82298,0.0004076670156791806
82299,0.00040370802162215114
82300,0.0004052500007674098
82301,0.00040479202289134264
82302,0.00040470901876688004
82303,6.66698906570673e-06
82304,0.00040958303725346923
82305,0.0003932500258088112
82306,2.6249908842146397e-06
82307,0.0004052079748362303
82308,6.249756552278996e-07
82309,0.000412957975640893
82310,0.0004128340515308082
82311,0.000381499994546175
82312,0.00041016697650775313
82313,0.0004089159774594009
82314,0.00040241697570309043
82315,0.00040441699093207717
82316,0.0004039999912492931
82317,1.1791998986154795e-05
82318,0.00039237499004229903
82319,0.0003932089894078672
82320,0.0004046669928357005
82321,0.0004060410428792238
82322,0.0004023329820483923
82323,0.00023012503515928984
82324,0.0004000409971922636
82325,0.0004111669841222465
82326,0.00041158299427479506
82327,0.0004165410064160824
82328,0.0002196670393459499
82329,0.0004056670004501939
82330,0.00040787499165162444
82331,0.00040687498403713107
82332,1.4170072972774506e-06
82333,0.00040654203621670604
82334,1.0999967344105244e-05
82335,0.0004045839887112379
82336,0.00040499999886378646
82337,0.00041258399141952395
82338,0.00042041600681841373
82339,0.00040837505366653204
82340,0.000411874963901937
82341,0.0004034580197185278
82342,0.00040187500417232513
82343,0.000411542016081512
82344,0.00039549998473376036
82345,2.0797597244381905e-07
82346,6.660120561718941e-07
82347,0.0004029169795103371
82348,0.0001715420512482524
82349,0.0003599170013330877
82350,0.00040437496500089765
82351,0.0004125409759581089
82352,0.0004027500399388373
82353,0.0004106669803149998
82354,0.0004045829991810024
82355,0.0004029999836347997
82356,0.00035608402686193585
82357,0.00040437502320855856
82358,4.445802187547088e-05
82359,6.208021659404039e-06
82360,0.0004065419780090451
82361,0.00040612497832626104
82362,0.0004042080254293978
82363,0.00041024998063221574
82364,0.0004058339982293546
82365,5.874957423657179e-06
82366,2.2500171326100826e-06
82367,0.0004102909588254988
82368,4.741700831800699e-05
82369,0.0004059159546159208
82370,5.375011824071407e-06
82371,0.0004060410428792238
82372,0.0004034580197185278
82373,2.500019036233425e-07
82374,7.292022928595543e-06
82375,0.0004147919826209545
82376,0.0004065000102855265
82377,3.4541008062660694e-05
82378,0.00040554197039455175
82379,0.00040545896627008915
82380,0.00040908303344622254
82381,0.00040366698522120714
82382,0.0004112499882467091
82383,0.0004058750346302986
82384,0.00041125004645437
82385,0.0004122499958612025
82386,0.0004056670004501939
82387,2.500019036233425e-07
82388,0.00040437502320855856
82389,2.500019036233425e-07
82390,0.00041087501449510455
82391,1.6125035472214222e-05
82392,0.00040320801781490445
82393,2.8339563868939877e-06
82394,0.0004024580121040344
82395,0.00040800002170726657
82396,0.00040566601091995835
82397,0.0004051250289194286
82398,4.0839659050107e-06
82399,0.0004047919646836817
82400,7.919734343886375e-07
82401,0.0004117090138606727
82402,0.0004147500148974359
82403,0.00040670798625797033
82404,0.00040737498784437776
82405,0.0004029159899801016
82406,2.500019036233425e-07
82407,0.00013699999544769526
82408,2.500019036233425e-06
82409,8.040980901569128e-06
82410,0.0004101250087842345
82411,0.00040320795960724354
82412,3.167020622640848e-06
82413,0.000408249965403229
82414,0.0004065830144099891
82415,0.00036766601260751486
82416,0.00040179200004786253
82417,0.0004022089997306466
82418,0.0004125830018892884
82419,2.500019036233425e-07
82420,0.0004129590233787894
82421,2.208980731666088e-06
82422,0.00017600000137463212
82423,0.00014429102884605527
82424,0.00041245901957154274
82425,0.0004063749802298844
82426,6.67001586407423e-07
82427,0.00010837503941729665
82428,0.00040483399061486125
82429,6.832997314631939e-06
82430,0.00040387496119365096
82431,0.00041149999015033245
82432,0.00041266699554398656
82433,0.0004099590005353093
82434,0.0004034579615108669
82435,4.169996827840805e-07
82436,2.08965502679348e-07
82437,0.0004040420171804726
82438,2.500019036233425e-07
82439,0.00014566699974238873
82440,0.000122375029604882
82441,0.00040724995778873563
82442,0.00020891602616757154
82443,2.707995008677244e-06
82444,0.00010362494504079223
82445,0.0004034169833175838
82446,0.00011745898518711329
82447,0.0004098340286873281
82448,2.500019036233425e-07
82449,0.00041025003883987665
